X,M
4749,22999
4750,23011
4751,23022
4752,23033
4753,23044
4754,23054
4755,23063
4756,23073
4757,23082
4758,23090
4759,23098
4760,23106
4761,23113
4762,23120
4763,23126
4764,23132
4765,23138
4766,23143
4767,23147
4768,23151
4769,23155
4770,23159
4771,23162
4772,23164
4773,23166
4774,23168
4775,23169
4776,23170
4777,23171
4778,23171
4779,23170
4780,23169
4781,23168
4782,23166
4783,23164
4784,23162
4785,23159
4786,23155
4787,23151
4788,23147
4789,23143
4790,23138
4791,23132
4792,23126
4793,23120
4794,23113
4795,23106
4796,23098
4797,23090
4798,23082
4799,23073
4800,23063
4801,23054
4802,23044
4803,23033
4804,23022
4805,23011
4806,22999
4807,22987
4808,22974
4809,22961
4810,22947
4811,22933
4812,22919
4813,22904
4814,22889
4815,22874
4816,22858
4817,22841
4818,22824
4819,22807
4820,22789
4821,22771
4822,22753
4823,22734
4824,22714
4825,22695
4826,22674
4827,22654
4828,22633
4829,22611
4830,22590
4831,22567
4832,22545
4833,22522
4834,22498
4835,22474
4836,22450
4837,22425
4838,22400
4839,22375
4840,22349
4841,22322
4842,22296
4843,22268
4844,22241
4845,22213
4846,22184
4847,22156
4848,22127
4849,22097
4850,22067
4851,22037
4852,22006
4853,21975
4854,21943
4855,21911
4856,21878
4857,21846
4858,21812
4859,21779
4860,21745
4861,21710
4862,21676
4863,21640
4864,21605
4865,21569
4866,21532
4867,21496
4868,21459
4869,21421
4870,21383
4871,21345
4872,21306
4873,21267
4874,21227
4875,21187
4876,21147
4877,21107
4878,21065
4879,21024
4880,20982
4881,20940
4882,20897
4883,20854
4884,20811
4885,20767
4886,20723
4887,20679
4888,20634
4889,20589
4890,20543
4891,20497
4892,20451
4893,20404
4894,20357
4895,20309
4896,20261
4897,20213
4898,20165
4899,20116
4900,20066
4901,20017
4902,19967
4903,19916
4904,19865
4905,19814
4906,19763
4907,19711
4908,19658
4909,19606
4910,19553
4911,19500
4912,19446
4913,19392
4914,19338
4915,19283
4916,19228
4917,19172
4918,19116
4919,19060
4920,19004
4921,18947
4922,18890
4923,18832
4924,18774
4925,18716
4926,18658
4927,18599
4928,18540
4929,18480
4930,18420
4931,18360
4932,18299
4933,18238
4934,18177
4935,18115
4936,18054
4937,17991
4938,17929
4939,17866
4940,17803
4941,17739
4942,17675
4943,17611
4944,17546
4945,17482
4946,17416
4947,17351
4948,17285
4949,17219
4950,17153
4951,17086
4952,17019
4953,16952
4954,16884
4955,16816
4956,16748
4957,16679
4958,16610
4959,16541
4960,16471
4961,16402
4962,16331
4963,16261
4964,16190
4965,16119
4966,16048
4967,15976
4968,15905
4969,15832
4970,15760
4971,15687
4972,15614
4973,15541
4974,15467
4975,15393
4976,15319
4977,15245
4978,15170
4979,15095
4980,15020
4981,14944
4982,14868
4983,14792
4984,14716
4985,14639
4986,14562
4987,14485
4988,14408
4989,14330
4990,14252
4991,14174
4992,14096
4993,14017
4994,13938
4995,13859
4996,13779
4997,13699
4998,13619
4999,13539
5000,13459
5001,13378
5002,13297
5003,13216
5004,13134
5005,13052
5006,12970
5007,12888
5008,12806
5009,12723
5010,12640
5011,12557
5012,12474
5013,12390
5014,12307
5015,12222
5016,12138
5017,12054
5018,11969
5019,11884
5020,11799
5021,11714
5022,11628
5023,11542
5024,11456
5025,11370
5026,11284
5027,11197
5028,11110
5029,11023
5030,10936
5031,10849
5032,10761
5033,10673
5034,10585
5035,10497
5036,10409
5037,10320
5038,10231
5039,10142
5040,10053
5041,9964
5042,9875
5043,9785
5044,9695
5045,9605
5046,9515
5047,9424
5048,9334
5049,9243
5050,9152
5051,9061
5052,8970
5053,8878
5054,8787
5055,8695
5056,8603
5057,8511
5058,8419
5059,8327
5060,8234
5061,8142
5062,8049
5063,7956
5064,7863
5065,7769
5066,7676
5067,7583
5068,7489
5069,7395
5070,7301
5071,7207
5072,7113
5073,7019
5074,6924
5075,6830
5076,6735
5077,6640
5078,6545
5079,6450
5080,6355
5081,6260
5082,6164
5083,6069
5084,5973
5085,5877
5086,5781
5087,5686
5088,5589
5089,5493
5090,5397
5091,5301
5092,5204
5093,5108
5094,5011
5095,4914
5096,4817
5097,4721
5098,4624
5099,4526
5100,4429
5101,4332
5102,4235
5103,4137
5104,4040
5105,3942
5106,3845
5107,3747
5108,3649
5109,3551
5110,3453
5111,3355
5112,3257
5113,3159
5114,3061
5115,2963
5116,2865
5117,2766
5118,2668
5119,2570
5120,2471
5121,2373
5122,2274
5123,2176
5124,2077
5125,1978
5126,1880
5127,1781
5128,1682
5129,1583
5130,1485
5131,1386
5132,1287
5133,1188
5134,1089
5135,990
5136,891
5137,792
5138,693
5139,594
5140,495
5141,396
5142,297
5143,198
5144,99
5145,0
5146,-99
5147,-198
5148,-297
5149,-396
5150,-495
5151,-594
5152,-693
5153,-792
5154,-891
5155,-990
5156,-1089
5157,-1188
5158,-1287
5159,-1386
5160,-1485
5161,-1583
5162,-1682
5163,-1781
5164,-1880
5165,-1978
5166,-2077
5167,-2176
5168,-2274
5169,-2373
5170,-2471
5171,-2570
5172,-2668
5173,-2766
5174,-2865
5175,-2963
5176,-3061
5177,-3159
5178,-3257
5179,-3355
5180,-3453
5181,-3551
5182,-3649
5183,-3747
5184,-3845
5185,-3942
5186,-4040
5187,-4137
5188,-4235
5189,-4332
5190,-4429
5191,-4526
5192,-4624
5193,-4721
5194,-4817
5195,-4914
5196,-5011
5197,-5108
5198,-5204
5199,-5301
5200,-5397
5201,-5493
5202,-5589
5203,-5686
5204,-5781
5205,-5877
5206,-5973
5207,-6069
5208,-6164
5209,-6260
5210,-6355
5211,-6450
5212,-6545
5213,-6640
5214,-6735
5215,-6830
5216,-6924
5217,-7019
5218,-7113
5219,-7207
5220,-7301
5221,-7395
5222,-7489
5223,-7583
5224,-7676
5225,-7769
5226,-7863
5227,-7956
5228,-8049
5229,-8142
5230,-8234
5231,-8327
5232,-8419
5233,-8511
5234,-8603
5235,-8695
5236,-8787
5237,-8878
5238,-8970
5239,-9061
5240,-9152
5241,-9243
5242,-9334
5243,-9424
5244,-9515
5245,-9605
5246,-9695
5247,-9785
5248,-9875
5249,-9964
5250,-10053
5251,-10142
5252,-10231
5253,-10320
5254,-10409
5255,-10497
5256,-10585
5257,-10673
5258,-10761
5259,-10849
5260,-10936
5261,-11023
5262,-11110
5263,-11197
5264,-11284
5265,-11370
5266,-11456
5267,-11542
5268,-11628
5269,-11714
5270,-11799
5271,-11884
5272,-11969
5273,-12054
5274,-12138
5275,-12222
5276,-12307
5277,-12390
5278,-12474
5279,-12557
5280,-12640
5281,-12723
5282,-12806
5283,-12888
5284,-12970
5285,-13052
5286,-13134
5287,-13216
5288,-13297
5289,-13378
5290,-13459
5291,-13539
5292,-13619
5293,-13699
5294,-13779
5295,-13859
5296,-13938
5297,-14017
5298,-14096
5299,-14174
5300,-14252
5301,-14330
5302,-14408
5303,-14485
5304,-14562
5305,-14639
5306,-14716
5307,-14792
5308,-14868
5309,-14944
5310,-15020
5311,-15095
5312,-15170
5313,-15245
5314,-15319
5315,-15393
5316,-15467
5317,-15541
5318,-15614
5319,-15687
5320,-15760
5321,-15832
5322,-15905
5323,-15976
5324,-16048
5325,-16119
5326,-16190
5327,-16261
5328,-16331
5329,-16402
5330,-16471
5331,-16541
5332,-16610
5333,-16679
5334,-16748
5335,-16816
5336,-16884
5337,-16952
5338,-17019
5339,-17086
5340,-17153
5341,-17219
5342,-17285
5343,-17351
5344,-17416
5345,-17482
5346,-17546
5347,-17611
5348,-17675
5349,-17739
5350,-17803
5351,-17866
5352,-17929
5353,-17991
5354,-18054
5355,-18115
5356,-18177
5357,-18238
5358,-18299
5359,-18360
5360,-18420
5361,-18480
5362,-18540
5363,-18599
5364,-18658
5365,-18716
5366,-18774
5367,-18832
5368,-18890
5369,-18947
5370,-19004
5371,-19060
5372,-19116
5373,-19172
5374,-19228
5375,-19283
5376,-19338
5377,-19392
5378,-19446
5379,-19500
5380,-19553
5381,-19606
5382,-19658
5383,-19711
5384,-19763
5385,-19814
5386,-19865
5387,-19916
5388,-19967
5389,-20017
5390,-20066
5391,-20116
5392,-20165
5393,-20213
5394,-20261
5395,-20309
5396,-20357
5397,-20404
5398,-20451
5399,-20497
5400,-20543
5401,-20589
5402,-20634
5403,-20679
5404,-20723
5405,-20767
5406,-20811
5407,-20854
5408,-20897
5409,-20940
5410,-20982
5411,-21024
5412,-21065
5413,-21107
5414,-21147
5415,-21187
5416,-21227
5417,-21267
5418,-21306
5419,-21345
5420,-21383
5421,-21421
5422,-21459
5423,-21496
5424,-21532
5425,-21569
5426,-21605
5427,-21640
5428,-21676
5429,-21710
5430,-21745
5431,-21779
5432,-21812
5433,-21846
5434,-21878
5435,-21911
5436,-21943
5437,-21975
5438,-22006
5439,-22037
5440,-22067
5441,-22097
5442,-22127
5443,-22156
5444,-22184
5445,-22213
5446,-22241
5447,-22268
5448,-22296
5449,-22322
5450,-22349
5451,-22375
5452,-22400
5453,-22425
5454,-22450
5455,-22474
5456,-22498
5457,-22522
5458,-22545
5459,-22567
5460,-22590
5461,-22611
5462,-22633
5463,-22654
5464,-22674
5465,-22695
5466,-22714
5467,-22734
5468,-22753
5469,-22771
5470,-22789
5471,-22807
5472,-22824
5473,-22841
5474,-22858
5475,-22874
5476,-22889
5477,-22904
5478,-22919
5479,-22933
5480,-22947
5481,-22961
5482,-22974
5483,-22987
5484,-22999
5485,-23011
5486,-23022
5487,-23033
5488,-23044
5489,-23054
5490,-23063
5491,-23073
5492,-23082
5493,-23090
5494,-23098
5495,-23106
5496,-23113
5497,-23120
5498,-23126
5499,-23132
5500,-23138
5501,-23143
5502,-23147
5503,-23151
5504,-23155
5505,-23159
5506,-23162
5507,-23164
5508,-23166
5509,-23168
5510,-23169
5511,-23170
5512,-23171
5513,-23171
5514,-23170
5515,-23169
5516,-23168
5517,-23166
5518,-23164
5519,-23162
5520,-23159
5521,-23155
5522,-23151
5523,-23147
5524,-23143
5525,-23138
5526,-23132
5527,-23126
5528,-23120
5529,-23113
5530,-23106
5531,-23098
5532,-23090
5533,-23082
5534,-23073
5535,-23063
5536,-23054
5537,-23044
5538,-23033
5539,-23022
5540,-23011
5541,-22999
5542,-22987
5543,-22974
5544,-22961
5545,-22947
5546,-22933
5547,-22919
5548,-22904
5549,-22889
5550,-22874
5551,-22858
5552,-22841
5553,-22824
5554,-22807
5555,-22789
5556,-22771
5557,-22753
5558,-22734
5559,-22714
5560,-22695
5561,-22674
5562,-22654
5563,-22633
5564,-22611
5565,-22590
5566,-22567
5567,-22545
5568,-22522
5569,-22498
5570,-22474
5571,-22450
5572,-22425
5573,-22400
5574,-22375
5575,-22349
5576,-22322
5577,-22296
5578,-22268
5579,-22241
5580,-22213
5581,-22184
5582,-22156
5583,-22127
5584,-22097
5585,-22067
5586,-22037
5587,-22006
5588,-21975
5589,-21943
5590,-21911
5591,-21878
5592,-21846
5593,-21812
5594,-21779
5595,-21745
5596,-21710
5597,-21676
5598,-21640
5599,-21605
5600,-21569
5601,-21532
5602,-21496
5603,-21459
5604,-21421
5605,-21383
5606,-21345
5607,-21306
5608,-21267
5609,-21227
5610,-21187
5611,-21147
5612,-21107
5613,-21065
5614,-21024
5615,-20982
5616,-20940
5617,-20897
5618,-20854
5619,-20811
5620,-20767
5621,-20723
5622,-20679
5623,-20634
5624,-20589
5625,-20543
5626,-20497
5627,-20451
5628,-20404
5629,-20357
5630,-20309
5631,-20261
5632,-20213
5633,-20165
5634,-20116
5635,-20066
5636,-20017
5637,-19967
5638,-19916
5639,-19865
5640,-19814
5641,-19763
5642,-19711
5643,-19658
5644,-19606
5645,-19553
5646,-19500
5647,-19446
5648,-19392
5649,-19338
5650,-19283
5651,-19228
5652,-19172
5653,-19116
5654,-19060
5655,-19004
5656,-18947
5657,-18890
5658,-18832
5659,-18774
5660,-18716
5661,-18658
5662,-18599
5663,-18540
5664,-18480
5665,-18420
5666,-18360
5667,-18299
5668,-18238
5669,-18177
5670,-18115
5671,-18054
5672,-17991
5673,-17929
5674,-17866
5675,-17803
5676,-17739
5677,-17675
5678,-17611
5679,-17546
5680,-17482
5681,-17416
5682,-17351
5683,-17285
5684,-17219
5685,-17153
5686,-17086
5687,-17019
5688,-16952
5689,-16884
5690,-16816
5691,-16748
5692,-16679
5693,-16610
5694,-16541
5695,-16471
5696,-16402
5697,-16331
5698,-16261
5699,-16190
5700,-16119
5701,-16048
5702,-15976
5703,-15905
5704,-15832
5705,-15760
5706,-15687
5707,-15614
5708,-15541
5709,-15467
5710,-15393
5711,-15319
5712,-15245
5713,-15170
5714,-15095
5715,-15020
5716,-14944
5717,-14868
5718,-14792
5719,-14716
5720,-14639
5721,-14562
5722,-14485
5723,-14408
5724,-14330
5725,-14252
5726,-14174
5727,-14096
5728,-14017
5729,-13938
5730,-13859
5731,-13779
5732,-13699
5733,-13619
5734,-13539
5735,-13459
5736,-13378
5737,-13297
5738,-13216
5739,-13134
5740,-13052
5741,-12970
5742,-12888
5743,-12806
5744,-12723
5745,-12640
5746,-12557
5747,-12474
5748,-12390
5749,-12307
5750,-12222
5751,-12138
5752,-12054
5753,-11969
5754,-11884
5755,-11799
5756,-11714
5757,-11628
5758,-11542
5759,-11456
5760,-11370
5761,-11284
5762,-11197
5763,-11110
5764,-11023
5765,-10936
5766,-10849
5767,-10761
5768,-10673
5769,-10585
5770,-10497
5771,-10409
5772,-10320
5773,-10231
5774,-10142
5775,-10053
5776,-9964
5777,-9875
5778,-9785
5779,-9695
5780,-9605
5781,-9515
5782,-9424
5783,-9334
5784,-9243
5785,-9152
5786,-9061
5787,-8970
5788,-8878
5789,-8787
5790,-8695
5791,-8603
5792,-8511
5793,-8419
5794,-8327
5795,-8234
5796,-8142
5797,-8049
5798,-7956
5799,-7863
5800,-7769
5801,-7676
5802,-7583
5803,-7489
5804,-7395
5805,-7301
5806,-7207
5807,-7113
5808,-7019
5809,-6924
5810,-6830
5811,-6735
5812,-6640
5813,-6545
5814,-6450
5815,-6355
5816,-6260
5817,-6164
5818,-6069
5819,-5973
5820,-5877
5821,-5781
5822,-5686
5823,-5589
5824,-5493
5825,-5397
5826,-5301
5827,-5204
5828,-5108
5829,-5011
5830,-4914
5831,-4817
5832,-4721
5833,-4624
5834,-4526
5835,-4429
5836,-4332
5837,-4235
5838,-4137
5839,-4040
5840,-3942
5841,-3845
5842,-3747
5843,-3649
5844,-3551
5845,-3453
5846,-3355
5847,-3257
5848,-3159
5849,-3061
5850,-2963
5851,-2865
5852,-2766
5853,-2668
5854,-2570
5855,-2471
5856,-2373
5857,-2274
5858,-2176
5859,-2077
5860,-1978
5861,-1880
5862,-1781
5863,-1682
5864,-1583
5865,-1485
5866,-1386
5867,-1287
5868,-1188
5869,-1089
5870,-990
5871,-891
5872,-792
5873,-693
5874,-594
5875,-495
5876,-396
5877,-297
5878,-198
5879,-99
5880,0
5881,99
5882,198
5883,297
5884,396
5885,495
5886,594
5887,693
5888,792
5889,891
5890,990
5891,1089
5892,1188
5893,1287
5894,1386
5895,1485
5896,1583
5897,1682
5898,1781
5899,1880
5900,1978
5901,2077
5902,2176
5903,2274
5904,2373
5905,2471
5906,2570
5907,2668
5908,2766
5909,2865
5910,2963
5911,3061
5912,3159
5913,3257
5914,3355
5915,3453
5916,3551
5917,3649
5918,3747
5919,3845
5920,3942
5921,4040
5922,4137
5923,4235
5924,4332
5925,4429
5926,4526
5927,4624
5928,4721
5929,4817
5930,4914
5931,5011
5932,5108
5933,5204
5934,5301
5935,5397
5936,5493
5937,5589
5938,5686
5939,5781
5940,5877
5941,5973
5942,6069
5943,6164
5944,6260
5945,6355
5946,6450
5947,6545
5948,6640
5949,6735
5950,6830
5951,6924
5952,7019
5953,7113
5954,7207
5955,7301
5956,7395
5957,7489
5958,7583
5959,7676
5960,7769
5961,7863
5962,7956
5963,8049
5964,8142
5965,8234
5966,8327
5967,8419
5968,8511
5969,8603
5970,8695
5971,8787
5972,8878
5973,8970
5974,9061
5975,9152
5976,9243
5977,9334
5978,9424
5979,9515
5980,9605
5981,9695
5982,9785
5983,9875
5984,9964
5985,10053
5986,10142
5987,10231
5988,10320
5989,10409
5990,10497
5991,10585
5992,10673
5993,10761
5994,10849
5995,10936
5996,11023
5997,11110
5998,11197
5999,11284
6000,11370
6001,11456
6002,11542
6003,11628
6004,11714
6005,11799
6006,11884
6007,11969
6008,12054
6009,12138
6010,12222
6011,12307
6012,12390
6013,12474
6014,12557
6015,12640
6016,12723
6017,12806
6018,12888
6019,12970
6020,13052
6021,13134
6022,13216
6023,13297
6024,13378
6025,13459
6026,13539
6027,13619
6028,13699
6029,13779
6030,13859
6031,13938
6032,14017
6033,14096
6034,14174
6035,14252
6036,14330
6037,14408
6038,14485
6039,14562
6040,14639
6041,14716
6042,14792
6043,14868
6044,14944
6045,15020
6046,15095
6047,15170
6048,15245
6049,15319
6050,15393
6051,15467
6052,15541
6053,15614
6054,15687
6055,15760
6056,15832
6057,15905
6058,15976
6059,16048
6060,16119
6061,16190
6062,16261
6063,16331
6064,16402
6065,16471
6066,16541
6067,16610
6068,16679
6069,16748
6070,16816
6071,16884
6072,16952
6073,17019
6074,17086
6075,17153
6076,17219
6077,17285
6078,17351
6079,17416
6080,17482
6081,17546
6082,17611
6083,17675
6084,17739
6085,17803
6086,17866
6087,17929
6088,17991
6089,18054
6090,18115
6091,18177
6092,18238
6093,18299
6094,18360
6095,18420
6096,18480
6097,18540
6098,18599
6099,18658
6100,18716
6101,18774
6102,18832
6103,18890
6104,18947
6105,19004
6106,19060
6107,19116
6108,19172
6109,19228
6110,19283
6111,19338
6112,19392
6113,19446
6114,19500
6115,19553
6116,19606
6117,19658
6118,19711
6119,19763
6120,19814
6121,19865
6122,19916
6123,19967
6124,20017
6125,20066
6126,20116
6127,20165
6128,20213
6129,20261
6130,20309
6131,20357
6132,20404
6133,20451
6134,20497
6135,20543
6136,20589
6137,20634
6138,20679
6139,20723
6140,20767
6141,20811
6142,20854
6143,20897
6144,20940
6145,20982
6146,21024
6147,21065
6148,21107
6149,21147
6150,21187
6151,21227
6152,21267
6153,21306
6154,21345
6155,21383
6156,21421
6157,21459
6158,21496
6159,21532
6160,21569
6161,21605
6162,21640
6163,21676
6164,21710
6165,21745
6166,21779
6167,21812
6168,21846
6169,21878
6170,21911
6171,21943
6172,21975
6173,22006
6174,22037
6175,22067
6176,22097
6177,22127
6178,22156
6179,22184
6180,22213
6181,22241
6182,22268
6183,22296
6184,22322
6185,22349
6186,22375
6187,22400
6188,22425
6189,22450
6190,22474
6191,22498
6192,22522
6193,22545
6194,22567
6195,22590
6196,22611
6197,22633
6198,22654
6199,22674
6200,22695
6201,22714
6202,22734
6203,22753
6204,22771
6205,22789
6206,22807
6207,22824
6208,22841
6209,22858
6210,22874
6211,22889
6212,22904
6213,22919
6214,22933
6215,22947
6216,22961
6217,22974
6218,22987
6219,22999
6220,23011
6221,23022
6222,23033
6223,23044
6224,23054
6225,23063
6226,23073
6227,23082
6228,23090
6229,23098
6230,23106
6231,23113
6232,23120
6233,23126
6234,23132
6235,23138
6236,23143
6237,23147
6238,23151
6239,23155
6240,23159
6241,23162
6242,23164
6243,23166
6244,23168
6245,23169
6246,23170
6247,23171
6248,23171
6249,23170
6250,23169
6251,23168
6252,23166
6253,23164
6254,23162
6255,23159
6256,23155
6257,23151
6258,23147
6259,23143
6260,23138
6261,23132
6262,23126
6263,23120
6264,23113
6265,23106
6266,23098
6267,23090
6268,23082
6269,23073
6270,23063
6271,23054
6272,23044
6273,23033
6274,23022
6275,23011
6276,22999
6277,22987
6278,22974
6279,22961
6280,22947
6281,22933
6282,22919
6283,22904
6284,22889
6285,22874
6286,22858
6287,22841
6288,22824
6289,22807
6290,22789
6291,22771
6292,22753
6293,22734
6294,22714
6295,22695
6296,22674
6297,22654
6298,22633
6299,22611
6300,22590
6301,22567
6302,22545
6303,22522
6304,22498
6305,22474
6306,22450
6307,22425
6308,22400
6309,22375
6310,22349
6311,22322
6312,22296
6313,22268
6314,22241
6315,22213
6316,22184
6317,22156
6318,22127
6319,22097
6320,22067
6321,22037
6322,22006
6323,21975
6324,21943
6325,21911
6326,21878
6327,21846
6328,21812
6329,21779
6330,21745
6331,21710
6332,21676
6333,21640
6334,21605
6335,21569
6336,21532
6337,21496
6338,21459
6339,21421
6340,21383
6341,21345
6342,21306
6343,21267
6344,21227
6345,21187
6346,21147
6347,21107
6348,21065
6349,21024
6350,20982
6351,20940
6352,20897
6353,20854
6354,20811
6355,20767
6356,20723
6357,20679
6358,20634
6359,20589
6360,20543
6361,20497
6362,20451
6363,20404
6364,20357
6365,20309
6366,20261
6367,20213
6368,20165
6369,20116
6370,20066
6371,20017
6372,19967
6373,19916
6374,19865
6375,19814
6376,19763
6377,19711
6378,19658
6379,19606
6380,19553
6381,19500
6382,19446
6383,19392
6384,19338
6385,19283
6386,19228
6387,19172
6388,19116
6389,19060
6390,19004
6391,18947
6392,18890
6393,18832
6394,18774
6395,18716
6396,18658
6397,18599
6398,18540
6399,18480
6400,18420
6401,18360
6402,18299
6403,18238
6404,18177
6405,18115
6406,18054
6407,17991
6408,17929
6409,17866
6410,17803
6411,17739
6412,17675
6413,17611
6414,17546
6415,17482
6416,17416
6417,17351
6418,17285
6419,17219
6420,17153
6421,17086
6422,17019
6423,16952
6424,16884
6425,16816
6426,16748
6427,16679
6428,16610
6429,16541
6430,16471
6431,16402
6432,16331
6433,16261
6434,16190
6435,16119
6436,16048
6437,15976
6438,15905
6439,15832
6440,15760
6441,15687
6442,15614
6443,15541
6444,15467
6445,15393
6446,15319
6447,15245
6448,15170
6449,15095
6450,15020
6451,14944
6452,14868
6453,14792
6454,14716
6455,14639
6456,14562
6457,14485
6458,14408
6459,14330
6460,14252
6461,14174
6462,14096
6463,14017
6464,13938
6465,13859
6466,13779
6467,13699
6468,13619
6469,13539
6470,13459
6471,13378
6472,13297
6473,13216
6474,13134
6475,13052
6476,12970
6477,12888
6478,12806
6479,12723
6480,12640
6481,12557
6482,12474
6483,12390
6484,12307
6485,12222
6486,12138
6487,12054
6488,11969
6489,11884
6490,11799
6491,11714
6492,11628
6493,11542
6494,11456
6495,11370
6496,11284
6497,11197
6498,11110
6499,11023
6500,10936
6501,10849
6502,10761
6503,10673
6504,10585
6505,10497
6506,10409
6507,10320
6508,10231
6509,10142
6510,10053
6511,9964
6512,9875
6513,9785
6514,9695
6515,9605
6516,9515
6517,9424
6518,9334
6519,9243
6520,9152
6521,9061
6522,8970
6523,8878
6524,8787
6525,8695
6526,8603
6527,8511
6528,8419
6529,8327
6530,8234
6531,8142
6532,8049
6533,7956
6534,7863
6535,7769
6536,7676
6537,7583
6538,7489
6539,7395
6540,7301
6541,7207
6542,7113
6543,7019
6544,6924
6545,6830
6546,6735
6547,6640
6548,6545
6549,6450
6550,6355
6551,6260
6552,6164
6553,6069
6554,5973
6555,5877
6556,5781
6557,5686
6558,5589
6559,5493
6560,5397
6561,5301
6562,5204
6563,5108
6564,5011
6565,4914
6566,4817
6567,4721
6568,4624
6569,4526
6570,4429
6571,4332
6572,4235
6573,4137
6574,4040
6575,3942
6576,3845
6577,3747
6578,3649
6579,3551
6580,3453
6581,3355
6582,3257
6583,3159
6584,3061
6585,2963
6586,2865
6587,2766
6588,2668
6589,2570
6590,2471
6591,2373
6592,2274
6593,2176
6594,2077
6595,1978
6596,1880
6597,1781
6598,1682
6599,1583
6600,1485
6601,1386
6602,1287
6603,1188
6604,1089
6605,990
6606,891
6607,792
6608,693
6609,594
6610,495
6611,396
6612,297
6613,198
6614,99
6615,0
6616,-99
6617,-198
6618,-297
6619,-396
6620,-495
6621,-594
6622,-693
6623,-792
6624,-891
6625,-990
6626,-1089
6627,-1188
6628,-1287
6629,-1386
6630,-1485
6631,-1583
6632,-1682
6633,-1781
6634,-1880
6635,-1978
6636,-2077
6637,-2176
6638,-2274
6639,-2373
6640,-2471
6641,-2570
6642,-2668
6643,-2766
6644,-2865
6645,-2963
6646,-3061
6647,-3159
6648,-3257
6649,-3355
6650,-3453
6651,-3551
6652,-3649
6653,-3747
6654,-3845
6655,-3942
6656,-4040
6657,-4137
6658,-4235
6659,-4332
6660,-4429
6661,-4526
6662,-4624
6663,-4721
6664,-4817
6665,-4914
6666,-5011
6667,-5108
6668,-5204
6669,-5301
6670,-5397
6671,-5493
6672,-5589
6673,-5686
6674,-5781
6675,-5877
6676,-5973
6677,-6069
6678,-6164
6679,-6260
6680,-6355
6681,-6450
6682,-6545
6683,-6640
6684,-6735
6685,-6830
6686,-6924
6687,-7019
6688,-7113
6689,-7207
6690,-7301
6691,-7395
6692,-7489
6693,-7583
6694,-7676
6695,-7769
6696,-7863
6697,-7956
6698,-8049
6699,-8142
6700,-8234
6701,-8327
6702,-8419
6703,-8511
6704,-8603
6705,-8695
6706,-8787
6707,-8878
6708,-8970
6709,-9061
6710,-9152
6711,-9243
6712,-9334
6713,-9424
6714,-9515
6715,-9605
6716,-9695
6717,-9785
6718,-9875
6719,-9964
6720,-10053
6721,-10142
6722,-10231
6723,-10320
6724,-10409
6725,-10497
6726,-10585
6727,-10673
6728,-10761
6729,-10849
6730,-10936
6731,-11023
6732,-11110
6733,-11197
6734,-11284
6735,-11370
6736,-11456
6737,-11542
6738,-11628
6739,-11714
6740,-11799
6741,-11884
6742,-11969
6743,-12054
6744,-12138
6745,-12222
6746,-12307
6747,-12390
6748,-12474
6749,-12557
6750,-12640
6751,-12723
6752,-12806
6753,-12888
6754,-12970
6755,-13052
6756,-13134
6757,-13216
6758,-13297
6759,-13378
6760,-13459
6761,-13539
6762,-13619
6763,-13699
6764,-13779
6765,-13859
6766,-13938
6767,-14017
6768,-14096
6769,-14174
6770,-14252
6771,-14330
6772,-14408
6773,-14485
6774,-14562
6775,-14639
6776,-14716
6777,-14792
6778,-14868
6779,-14944
6780,-15020
6781,-15095
6782,-15170
6783,-15245
6784,-15319
6785,-15393
6786,-15467
6787,-15541
6788,-15614
6789,-15687
6790,-15760
6791,-15832
6792,-15905
6793,-15976
6794,-16048
6795,-16119
6796,-16190
6797,-16261
6798,-16331
6799,-16402
6800,-16471
6801,-16541
6802,-16610
6803,-16679
6804,-16748
6805,-16816
6806,-16884
6807,-16952
6808,-17019
6809,-17086
6810,-17153
6811,-17219
6812,-17285
6813,-17351
6814,-17416
6815,-17482
6816,-17546
6817,-17611
6818,-17675
6819,-17739
6820,-17803
6821,-17866
6822,-17929
6823,-17991
6824,-18054
6825,-18115
6826,-18177
6827,-18238
6828,-18299
6829,-18360
6830,-18420
6831,-18480
6832,-18540
6833,-18599
6834,-18658
6835,-18716
6836,-18774
6837,-18832
6838,-18890
6839,-18947
6840,-19004
6841,-19060
6842,-19116
6843,-19172
6844,-19228
6845,-19283
6846,-19338
6847,-19392
6848,-19446
6849,-19500
6850,-19553
6851,-19606
6852,-19658
6853,-19711
6854,-19763
6855,-19814
6856,-19865
6857,-19916
6858,-19967
6859,-20017
6860,-20066
6861,-20116
6862,-20165
6863,-20213
6864,-20261
6865,-20309
6866,-20357
6867,-20404
6868,-20451
6869,-20497
6870,-20543
6871,-20589
6872,-20634
6873,-20679
6874,-20723
6875,-20767
6876,-20811
6877,-20854
6878,-20897
6879,-20940
6880,-20982
6881,-21024
6882,-21065
6883,-21107
6884,-21147
6885,-21187
6886,-21227
6887,-21267
6888,-21306
6889,-21345
6890,-21383
6891,-21421
6892,-21459
6893,-21496
6894,-21532
6895,-21569
6896,-21605
6897,-21640
6898,-21676
6899,-21710
6900,-21745
6901,-21779
6902,-21812
6903,-21846
6904,-21878
6905,-21911
6906,-21943
6907,-21975
6908,-22006
6909,-22037
6910,-22067
6911,-22097
6912,-22127
6913,-22156
6914,-22184
6915,-22213
6916,-22241
6917,-22268
6918,-22296
